Hours,Minutes,Seconds,Declination,Sign
06,00,34.5690,22.8430862,taurus
05,49,34.5105,22.8764725,taurus
05,49,18.4757,18.0435486,taurus
05,53,18.5201,18.0314159,taurus
05,53,01.2887,12.5318508,taurus
05,43,01.2137,12.5621548,taurus
05,43,10.4751,15.5619202,taurus
05,27,10.1358,15.6101446,taurus
05,27,11.6910,16.1101055,taurus
05,05,10.8669,16.1754990,taurus
05,05,09.3423,15.6755352,taurus
04,44,08.1669,15.7364635,taurus
04,43,24.5665,0.2375014,taurus
03,41,24.6973,0.4037257,taurus
03,41,20.5397,-1.3461887,taurus
20,29,50.1123,-56.5885773,telescopium
20,28,40.6308,-45.0900002,telescopium
19,19,04.7136,-45.2775650,telescopium
18,09,14.1642,-45.4859734,telescopium
18,10,41.3407,-56.9837723,telescopium
14,56,39.9459,-70.5115433,triangulum_australe
14,56,00.8721,-68.0122070,triangulum_australe
15,06,13.7103,-67.9909286,triangulum_australe
15,05,24.8485,-64.0751266,triangulum_australe
15,20,39.9789,-64.0415649,triangulum_australe
15,20,13.0967,-61.4587479,triangulum_australe
15,30,21.5435,-61.4353065,triangulum_australe
15,30,11.9682,-60.4354935,triangulum_australe
16,36,08.3235,-60.2644577,triangulum_australe
16,36,19.5912,-61.2641945,triangulum_australe
16,46,09.0833,-61.2364578,triangulum_australe
16,46,42.3171,-63.8189964,triangulum_australe
16,56,46.8330,-63.7900925,triangulum_australe
16,57,08.0435,-65.2062531,triangulum_australe
17,02,10.1742,-65.1916428,triangulum_australe
17,02,53.9959,-67.6905823,triangulum_australe
17,12,58.1958,-67.6610870,triangulum_australe
17,13,52.9629,-70.1597443,triangulum_australe
01,46,58.7219,25.6263351,triangulum
01,47,03.5304,28.6262817,triangulum
01,31,27.9408,28.6454391,triangulum
01,31,35.3823,33.6453705,triangulum
01,31,38.6004,35.6453362,triangulum
02,07,25.0201,35.5971375,triangulum
02,07,29.0619,37.3470840,triangulum
02,38,43.0419,37.2931557,triangulum
02,41,44.3181,37.2873878,triangulum
02,41,36.5719,34.5375137,triangulum
02,50,39.9523,34.5196762,triangulum
02,50,30.8112,31.1865025,triangulum
02,32,24.7665,31.2213154,triangulum
02,32,16.8357,27.8047638,triangulum
02,02,07.3479,27.8550186,triangulum
02,02,03.2907,25.6050701,triangulum
23,27,59.4799,-74.3124619,tucana
00,06,15.9113,-74.3039627,tucana
00,49,19.7850,-74.3185730,tucana
00,49,10.8995,-75.3185272,tucana
01,22,36.9721,-75.3472214,tucana
01,24,49.4949,-57.8484154,tucana
23,27,06.8145,-57.8126793,tucana
23,27,04.4453,-56.3126869,tucana
22,08,27.2868,-56.3908348,tucana
22,09,35.6562,-66.8899918,tucana
23,27,26.7339,-66.8125992,tucana
09,42,50.2171,41.4316750,ursa_major
09,18,02.9977,41.4785957,ursa_major
09,18,21.7707,46.4782791,ursa_major
08,33,45.6249,46.5777283,ursa_major
08,35,11.7921,59.5759888,ursa_major
08,08,30.9843,59.6433983,ursa_major
08,12,20.6949,73.1383743,ursa_major
09,22,27.7137,72.9741364,ursa_major
11,27,50.7287,72.8125000,ursa_major
11,27,23.8431,65.8126068,ursa_major
12,06,19.0213,65.8039627,ursa_major
12,06,19.5743,63.3039627,ursa_major
13,34,12.1293,63.3593445,ursa_major
13,34,17.6739,62.3593979,ursa_major
14,28,10.8609,62.4414825,ursa_major
14,29,00.2997,54.9422379,ursa_major
14,06,20.2539,54.9035759,ursa_major
14,06,47.6957,47.9039383,ursa_major
13,35,10.8273,47.8599281,ursa_major
13,34,58.1757,52.3598061,ursa_major
12,11,16.4454,52.3043365,ursa_major
12,11,18.3441,44.3043365,ursa_major
12,06,21.9399,44.3039627,ursa_major
12,06,22.6815,33.3039627,ursa_major
12,06,22.9593,28.3039627,ursa_major
11,58,26.1459,28.3040466,ursa_major
11,06,46.5595,28.3250256,ursa_major
11,06,51.4141,33.3249931,ursa_major
10,53,57.4581,33.3356781,ursa_major
10,54,05.5605,39.3356133,ursa_major
10,17,26.2590,39.3774109,ursa_major
10,17,30.7737,41.3773613,ursa_major
13,03,16.9470,76.3289108,ursa_minor
13,04,23.3937,69.3293610,ursa_minor
14,02,36.1947,69.3991165,ursa_minor
14,03,16.9333,65.3996506,ursa_minor
15,41,19.0957,65.6023483,ursa_minor
15,40,12.1512,69.6009445,ursa_minor
16,31,21.8550,69.7383041,ursa_minor
16,28,52.9698,74.7347870,ursa_minor
17,26,08.7929,74.9033127,ursa_minor
17,20,52.2971,79.8953476,ursa_minor
17,50,37.4449,79.9857483,ursa_minor
17,26,53.3353,85.9495697,ursa_minor
20,34,53.0328,86.4656219,ursa_minor
20,33,19.5253,86.6306305,ursa_minor
22,54,02.5599,86.8368912,ursa_minor
22,37,02.6371,88.6638870,ursa_minor
09,03,19.7931,87.5689163,ursa_minor
08,41,36.6601,86.0975418,ursa_minor
14,12,05.5098,85.9308090,ursa_minor
14,27,07.8855,79.4449844,ursa_minor
13,35,14.2055,79.3629303,ursa_minor
13,36,37.6845,76.3638153,ursa_minor
11,05,20.9415,-57.1744423,vela
11,05,49.5611,-40.4246216,vela
09,26,56.1747,-40.2918739,vela
09,27,05.1837,-37.2920151,vela
08,26,42.6717,-37.1600380,vela
08,26,17.3551,-43.4095192,vela
08,04,09.1869,-43.3535042,vela
08,03,26.8074,-51.1025848,vela
08,13,31.4709,-51.1285286,vela
08,13,16.8279,-53.3782196,vela
08,30,26.2299,-53.4206772,vela
08,30,16.1085,-54.9204712,vela
08,53,31.2417,-54.9742203,vela
08,53,17.6773,-56.9739723,vela
11,37,24.1259,-0.6916979,virgo
11,37,27.7651,10.3082914,virgo
11,58,24.8963,10.3040485,virgo
11,58,25.0885,13.3040485,virgo
12,56,14.8866,13.3225126,virgo
12,56,14.1759,14.3225088,virgo
13,36,06.9433,14.3604937,virgo
13,36,15.3237,7.3605771,virgo
15,11,07.5567,7.5253930,virgo
15,11,24.7229,-0.4742887,virgo
14,46,24.7422,-0.5269387,virgo
14,46,40.1059,-8.5266848,virgo
14,21,38.0415,-8.5731344,virgo
14,22,03.1419,-22.5727749,virgo
12,56,40.0488,-22.6773415,virgo
12,56,31.9326,-11.6773882,virgo
11,56,23.2224,-11.6957970,virgo
11,56,23.6655,-6.6957974,virgo
11,37,22.1517,-6.6916924,virgo
06,35,44.9397,-64.1070251,volans
06,33,49.0615,-70.1041336,volans
06,31,04.9703,-75.1000366,volans
07,36,51.5289,-75.2899170,volans
09,00,58.4849,-75.4954681,volans
09,04,22.7345,-64.4990387,volans
06,50,48.7953,-64.1518784,volans
18,57,21.3919,21.2478352,vulpecula
18,57,06.5189,25.6641407,vulpecula
19,20,38.7153,25.7325745,vulpecula
19,20,31.8351,27.7324085,vulpecula
19,45,05.3283,27.8011742,vulpecula
19,45,00.2265,29.3010578,vulpecula
21,00,17.4201,29.4871387,vulpecula
21,00,20.1395,28.4871883,vulpecula
21,30,28.8393,28.5480537,vulpecula
21,30,38.8847,24.0482101,vulpecula
21,20,36.4081,24.0289364,vulpecula
21,20,45.2181,20.0290813,vulpecula
21,08,42.9079,20.0046406,vulpecula
20,39,37.8396,19.9399967,vulpecula
20,39,35.2649,20.9399471,vulpecula
20,20,32.1717,20.8936996,vulpecula
20,20,30.0981,21.6436558,vulpecula
19,55,26.4612,21.5787334,vulpecula
19,55,32.5653,19.4955387,vulpecula
19,20,29.1091,19.3982983,vulpecula
19,20,23.1147,21.3148155,vulpecula
