Hours,Minutes,Seconds,Declination,Sign
07,02,52.4303,9.8214874,gemini
07,02,58.2756,11.8213453,gemini
21,27,42.7327,-36.4592972,grus
21,28,10.1571,-44.9588585,grus
21,28,28.1679,-49.4585724,grus
22,07,59.7180,-49.3911743,grus
22,08,27.2868,-56.3908348,grus
23,27,04.4453,-56.3126869,grus
23,26,46.2491,-39.3127594,grus
23,26,44.0106,-36.3127670,grus
23,06,54.6033,-36.3249741,grus
16,22,14.0628,3.7033811,hercules
16,11,14.3203,3.6735139,hercules
16,10,42.3912,15.6728001,hercules
16,00,43.4577,15.6463346,hercules
16,00,26.6418,21.6459675,hercules
16,07,25.5781,21.6644115,hercules
16,07,13.3763,25.6641407,hercules
16,15,12.0438,25.6855946,hercules
16,15,08.8095,26.6855240,hercules
16,25,07.1526,26.7128716,hercules
16,24,17.2677,39.7117195,hercules
15,49,27.7025,39.6189079,hercules
15,48,29.9005,51.1176796,hercules
17,03,01.6383,51.3242683,hercules
17,03,08.7246,50.3244438,hercules
18,17,01.8453,50.5470886,hercules
18,17,22.1701,47.5476036,hercules
18,13,52.0497,47.5369873,hercules
18,15,17.8527,30.0391560,hercules
18,26,48.1855,30.0739765,hercules
18,27,03.0927,26.0743504,hercules
18,57,04.7682,26.1640968,hercules
18,57,06.5189,25.6641407,hercules
18,57,21.3919,21.2478352,hercules
18,57,29.6727,18.6647091,hercules
18,57,49.5029,12.1651964,hercules
18,45,33.1308,12.1287737,hercules
18,20,48.7403,12.0543308,hercules
18,20,41.5857,14.3874788,hercules
17,20,42.4507,14.2060347,hercules
17,20,47.0033,12.7061481,hercules
16,50,48.3558,12.6179380,hercules
16,51,13.4183,3.7852108,hercules
04,20,18.3390,-39.7007294,horologium
04,19,31.7727,-48.6996651,horologium
04,08,35.9779,-48.6699715,horologium
04,08,23.6735,-50.6697006,horologium
03,53,30.5199,-50.6304779,horologium
03,53,16.5091,-52.7968445,horologium
03,33,27.6005,-52.7470779,horologium
03,32,56.8359,-57.0797844,horologium
03,15,09.8715,-57.0377846,horologium
03,13,27.0455,-67.0358200,horologium
02,12,48.5665,-66.9151917,horologium
02,13,57.4619,-57.9161568,horologium
02,14,20.1945,-53.4164696,horologium
02,29,08.0031,-53.4423561,horologium
02,29,21.8904,-50.4425697,horologium
02,44,11.4465,-50.4708595,horologium
02,44,20.4741,-48.4710045,horologium
03,04,08.2833,-48.5122337,horologium
03,04,21.7851,-45.5124779,horologium
03,29,09.3606,-45.5692215,horologium
03,29,18.4254,-43.5694046,horologium
03,56,07.5275,-43.6364403,horologium
03,56,25.4123,-39.6368256,horologium
08,11,23.7617,-0.3693900,hydra
08,11,41.1339,6.6302376,hydra
09,21,37.0221,6.4700689,hydra
09,41,35.6201,6.4327669,hydra
09,41,23.7375,-0.5670585,hydra
09,41,04.8653,-11.5667810,hydra
10,51,13.8993,-11.6621428,hydra
10,51,06.1297,-19.6620827,hydra
10,56,07.3407,-19.6666222,hydra
10,56,01.9399,-25.1665821,hydra
11,56,21.9145,-25.1957951,hydra
12,41,37.0860,-25.1864014,hydra
12,41,35.6406,-22.6864090,hydra
12,56,40.0488,-22.6773415,hydra
14,22,03.1419,-22.5727749,hydra
14,22,08.0857,-25.0727024,hydra
15,02,18.3729,-24.9951096,hydra
15,02,31.3847,-29.9948788,hydra
12,41,40.1759,-30.1863899,hydra
12,41,42.5277,-33.6863785,hydra
12,21,32.9843,-33.6938934,hydra
12,21,33.6711,-35.6938896,hydra
11,05,55.0471,-35.6746559,hydra
10,55,50.0437,-35.6664963,hydra
10,55,54.6924,-31.8332005,hydra
10,40,48.3309,-31.8185863,hydra
10,40,51.0945,-29.8186131,hydra
10,20,43.5185,-29.7947845,hydra
10,20,47.8410,-27.1281624,hydra
09,50,38.2279,-27.0835037,hydra
09,50,43.1235,-24.5835705,hydra
09,27,37.0404,-24.5425186,hydra
09,10,32.8263,-24.5086308,hydra
09,10,44.3928,-19.5088310,hydra
08,40,39.2430,-19.4423733,hydra
08,40,44.2416,-17.4424706,hydra
08,27,42.5027,-17.4112568,hydra
08,27,57.5471,-11.4115648,hydra
08,10,56.2029,-11.3687992,hydra
04,35,10.5645,-67.2479248,hydrus
04,34,19.5657,-69.7467194,hydrus
04,31,49.7964,-74.7431641,hydrus
03,28,18.1877,-74.5741272,hydrus
03,20,21.9973,-82.0644531,hydrus
00,06,08.0139,-81.8039551,hydrus
00,06,15.9113,-74.3039627,hydrus
00,49,19.7850,-74.3185730,hydrus
00,49,10.8995,-75.3185272,hydrus
01,22,36.9721,-75.3472214,hydrus
01,24,49.4949,-57.8484154,hydrus
02,13,57.4619,-57.9161568,hydrus
02,12,48.5665,-66.9151917,hydrus
03,13,27.0455,-67.0358200,hydrus
21,32,44.3418,-74.4544678,indus
23,27,59.4799,-74.3124619,indus
23,27,26.7339,-66.8125992,indus
22,09,35.6562,-66.8899918,indus
22,08,27.2868,-56.3908348,indus
22,07,59.7180,-49.3911743,indus
21,28,28.1679,-49.4585724,indus
21,28,10.1571,-44.9588585,indus
20,28,40.6308,-45.0900002,indus
20,29,50.1123,-56.5885773,indus
20,30,15.5523,-59.5880547,indus
21,29,23.6763,-59.4576836,indus
21,57,50.6430,36.5953827,lacerta
21,57,30.3937,44.3451195,lacerta
21,59,31.5935,44.3482628,lacerta
21,59,30.8655,44.5982513,lacerta
22,03,03.0391,44.6036453,lacerta
22,02,33.4104,53.3532715,lacerta
22,12,41.9223,53.3679428,lacerta
22,12,33.0303,55.6178436,lacerta
22,23,43.5123,55.6326256,lacerta
22,23,38.6232,56.8825760,lacerta
22,57,12.9665,56.9179611,lacerta
22,57,22.2843,53.1680298,lacerta
22,57,51.6729,35.1682358,lacerta
22,54,50.2063,35.1656151,lacerta
22,54,49.5677,35.6656113,lacerta
22,05,26.2939,35.6069336,lacerta
22,05,24.1105,36.6069069,lacerta
09,22,35.0364,32.9691162,leo_minor
09,22,53.1915,39.2188187,leo_minor
09,42,43.6734,39.1817665,leo_minor
09,42,50.2171,41.4316750,leo_minor
10,17,30.7737,41.3773613,leo_minor
10,17,26.2590,39.3774109,leo_minor
10,54,05.5605,39.3356133,leo_minor
10,53,57.4581,33.3356781,leo_minor
11,06,51.4141,33.3249931,leo_minor
11,06,46.5595,28.3250256,leo_minor
11,06,43.4250,24.8250446,leo_minor
10,51,48.3585,24.8375893,leo_minor
10,51,46.2093,22.8376045,leo_minor
10,36,50.6106,22.8529778,leo_minor
10,36,57.2163,27.8529167,leo_minor
10,00,10.1625,27.9024086,leo_minor
10,00,20.2525,32.9022789,leo_minor
10,51,23.9310,-0.6622211,leo
10,51,30.2447,6.3377299,leo
09,41,35.6201,6.4327669,leo
09,21,37.0221,6.4700689,leo
09,22,35.0364,32.9691162,leo
10,00,20.2525,32.9022789,leo
10,00,10.1625,27.9024086,leo
10,36,57.2163,27.8529167,leo
10,36,50.6106,22.8529778,leo
10,51,46.2093,22.8376045,leo
10,51,48.3585,24.8375893,leo
11,06,43.4250,24.8250446,leo
11,06,46.5595,28.3250256,leo
11,58,26.1459,28.3040466,leo
11,58,25.0885,13.3040485,leo
11,58,24.8963,10.3040485,leo
11,37,27.7651,10.3082914,leo
11,37,24.1259,-0.6916979,leo
11,37,22.1517,-6.6916924,leo
10,51,18.5133,-6.6621790,leo
04,55,02.2311,-27.0479794,lepus
05,05,01.1850,-27.0772038,lepus
06,11,58.2159,-27.2787991,lepus
06,12,51.7500,-11.0301533,lepus
05,55,51.7897,-10.9785318,lepus
05,10,52.8075,-10.8432293,lepus
05,00,53.2203,-10.8138046,lepus
05,00,42.8915,-14.3135529,lepus
04,55,43.1515,-14.2989721,lepus
15,11,24.7229,-0.4742887,libra
14,46,24.7422,-0.5269387,libra
14,46,40.1059,-8.5266848,libra
14,21,38.0415,-8.5731344,libra
14,22,03.1419,-22.5727749,libra
14,22,08.0857,-25.0727024,libra
15,02,18.3729,-24.9951096,libra
15,02,31.3847,-29.9948788,libra
15,47,43.1952,-29.8896160,libra
15,47,15.1353,-20.3902016,libra
16,02,17.2263,-20.3516178,libra
16,01,44.9469,-8.3523235,libra
16,01,32.8689,-3.6025870,libra
15,11,31.6683,-3.7241600,libra
14,18,37.6359,-55.5799522,lupus
14,40,56.2717,-55.5400887,lupus
15,12,20.0427,-55.4754944,lupus
15,12,13.6119,-54.4756165,lupus
15,29,24.8093,-54.4364166,lupus
15,28,49.7391,-48.4371071,lupus
15,48,59.3475,-48.3880234,lupus
15,48,29.9005,-42.3886375,lupus
16,08,36.6735,-42.3366776,lupus
16,07,47.4477,-29.8377628,lupus
15,47,43.1952,-29.8896160,lupus
15,02,31.3847,-29.9948788,lupus
15,03,11.1071,-42.4941750,lupus
14,17,48.0635,-42.5806465,lupus
07,30,14.5725,35.2445297,lynx
07,30,56.1899,44.2435493,lynx
06,57,03.6727,44.3418388,lynx
06,57,37.5261,49.8410034,lynx
06,39,40.6703,49.8945885,lynx
06,40,11.0475,53.8938293,lynx
06,16,13.7679,53.9662552,lynx
06,16,31.4613,55.9658089,lynx
06,17,37.7895,61.9641266,lynx
07,11,24.3726,61.8031464,lynx
07,11,00.7674,59.8037262,lynx
08,08,30.9843,59.6433983,lynx
08,35,11.7921,59.5759888,lynx
08,33,45.6249,46.5777283,lynx
09,18,21.7707,46.4782791,lynx
09,18,02.9977,41.4785957,lynx
09,42,50.2171,41.4316750,lynx
09,42,43.6734,39.1817665,lynx
09,22,53.1915,39.2188187,lynx
09,22,35.0364,32.9691162,lynx
08,07,58.3755,33.1415138,lynx
07,53,01.9392,33.1812286,lynx
07,53,09.5301,35.1810532,lynx
18,57,06.5189,25.6641407,lyra
18,57,04.7682,26.1640968,lyra
18,27,03.0927,26.0743504,lyra
18,26,48.1855,30.0739765,lyra
18,15,17.8527,30.0391560,lyra
18,13,52.0497,47.5369873,lyra
18,17,22.1701,47.5476036,lyra
19,08,28.9554,47.6998672,lyra
19,13,30.1249,47.7143936,lyra
19,13,52.8737,43.7149391,lyra
19,27,56.0466,43.7550354,lyra
19,28,28.7173,36.7558022,lyra
19,25,58.2251,36.7487144,lyra
19,26,23.7066,30.2493153,lyra
19,20,22.8606,30.2321968,lyra
19,20,31.8351,27.7324085,lyra
19,20,38.7153,25.7325745,lyra
07,16,04.7301,-85.2614441,mensa
03,12,55.9008,-84.5553818,mensa
03,20,21.9973,-82.0644531,mensa
03,28,18.1877,-74.5741272,mensa
04,31,49.7964,-74.7431641,mensa
04,34,19.5657,-69.7467194,mensa
06,33,49.0615,-70.1041336,mensa
06,31,04.9703,-75.1000366,mensa
07,36,51.5289,-75.2899170,mensa
07,26,36.5075,-82.7758865,mensa
20,27,35.5093,-27.5913391,microscopium
21,27,19.5927,-27.4596672,microscopium
21,27,42.7327,-36.4592972,microscopium
21,28,10.1571,-44.9588585,microscopium
20,28,40.6308,-45.0900002,microscopium
06,20,54.1633,-0.0537102,monoceros
06,21,23.5275,9.9455481,monoceros
06,25,23.4397,9.9334478,monoceros
06,25,29.4633,11.9332972,monoceros
07,02,58.2756,11.8213453,monoceros
07,02,52.4303,9.8214874,monoceros
07,06,52.2911,9.8097754,monoceros
07,06,39.4373,5.3100886,monoceros
07,07,39.4259,5.3071680,monoceros
07,07,28.1751,1.3074419,monoceros
07,18,28.0605,1.2755718,monoceros
07,18,23.9199,-0.2243290,monoceros
08,11,23.7617,-0.3693900,monoceros
08,10,56.2029,-11.3687992,monoceros
07,27,53.6159,-11.2521448,monoceros
06,12,51.7500,-11.0301533,monoceros
05,55,51.7897,-10.9785318,monoceros
05,56,12.5693,-3.9790573,monoceros
06,20,42.5141,-4.0534163,monoceros
11,20,20.3547,-64.6842651,musca
11,19,25.6735,-75.6840134,musca
13,51,07.5441,-75.6235962,musca
13,49,50.6089,-70.6244431,musca
13,49,04.3255,-65.6249542,musca
13,38,49.7951,-65.6378784,musca
13,38,43.2687,-64.6379395,musca
12,57,45.2113,-64.6769638,musca
11,56,13.7673,-64.6957855,musca
15,30,11.9682,-60.4354935,norma
16,36,08.3235,-60.2644577,norma
16,34,16.9497,-45.7670517,norma
16,33,58.7466,-42.2674789,norma
16,08,36.6735,-42.3366776,norma
15,48,29.9005,-42.3886375,norma
15,48,59.3475,-48.3880234,norma
15,28,49.7391,-48.4371071,norma
15,29,24.8093,-54.4364166,norma
15,12,13.6119,-54.4756165,norma
15,12,20.0427,-55.4754944,norma
15,29,31.6587,-55.4362831,norma
00,03,12.1551,-89.3039017,octans
00,06,08.0139,-81.8039551,octans
03,20,21.9973,-82.0644531,octans
03,12,55.9008,-84.5553818,octans
07,16,04.7301,-85.2614441,octans
07,26,36.5075,-82.7758865,octans
13,56,26.6661,-83.1200714,octans
18,27,27.8395,-82.4582748,octans
18,16,46.8145,-74.9745178,octans
21,32,44.3418,-74.4544678,octans
23,27,59.4799,-74.3124619,octans
00,06,15.9135,-74.3039627,octans
00,03,12.1551,-89.3039017,octans
00,03,12.1565,-89.3038940,octans
16,22,24.6306,-0.2963768,ophiuchus
16,22,14.0628,3.7033811,ophiuchus
16,51,13.4183,3.7852108,ophiuchus
16,50,48.3558,12.6179380,ophiuchus
17,20,47.0033,12.7061481,ophiuchus
17,20,42.4507,14.2060347,ophiuchus
18,20,41.5857,14.3874788,ophiuchus
18,20,48.7403,12.0543308,ophiuchus
18,45,33.1308,12.1287737,ophiuchus
18,45,50.0565,6.3791943,ophiuchus
18,21,05.9065,6.3047633,ophiuchus
18,21,11.0427,4.5548930,ophiuchus
18,31,29.0715,4.5860157,ophiuchus
18,31,33.4319,3.0861249,ophiuchus
18,21,15.4167,3.0550034,ophiuchus
18,21,24.1437,0.0552235,ophiuchus
17,56,24.2491,-0.0206471,ophiuchus
17,56,35.9289,-4.0203514,ophiuchus
18,04,35.9217,-3.9960551,ophiuchus
18,04,53.6919,-9.9956055,ophiuchus
17,46,53.7017,-10.0502338,ophiuchus
17,46,58.7280,-11.7167768,ophiuchus
17,41,58.6569,-11.7319136,ophiuchus
17,41,53.6377,-10.0653696,ophiuchus
17,16,53.2967,-10.1404381,ophiuchus
17,17,11.3827,-16.1399899,ophiuchus
17,43,12.0457,-16.0618820,ophiuchus
17,44,00.4405,-30.0606632,ophiuchus
16,52,56.4837,-30.2123089,ophiuchus
16,52,37.3609,-24.7960968,ophiuchus
16,23,33.9471,-24.8781185,ophiuchus
16,23,17.5161,-19.5451660,ophiuchus
16,29,48.1621,-19.5271549,ophiuchus
16,29,45.1752,-18.5272255,ophiuchus
16,23,14.5633,-18.5452347,ophiuchus
16,22,45.8889,-8.2958899,ophiuchus
16,01,44.9469,-8.3523235,ophiuchus
16,01,32.8689,-3.6025870,ophiuchus
16,22,33.2133,-3.5461800,ophiuchus
04,43,24.5665,0.2375014,orion
04,44,08.1669,15.7364635,orion
05,05,09.3423,15.6755352,orion
05,05,10.8669,16.1754990,orion
05,27,11.6910,16.1101055,orion
05,27,10.1358,15.6101446,orion
05,43,10.4751,15.5619202,orion
05,43,01.2137,12.5621548,orion
05,53,01.2887,12.5318508,orion
05,53,18.5201,18.0314159,orion
05,49,18.4757,18.0435486,orion
05,49,34.5105,22.8764725,orion
06,00,34.5690,22.8430862,orion
06,00,30.0373,21.5098724,orion
06,20,29.7906,21.4491768,orion
06,20,16.6981,17.4495068,orion
06,25,46.5402,17.4328651,orion
06,25,29.4633,11.9332972,orion
06,25,23.4397,9.9334478,orion
06,21,23.5275,9.9455481,orion
06,20,54.1633,-0.0537102,orion
06,20,42.5141,-4.0534163,orion
05,56,12.5693,-3.9790573,orion
05,55,51.7897,-10.9785318,orion
05,10,52.8075,-10.8432293,orion
05,11,13.0549,-3.8437285,orion
04,46,13.5261,-3.7708201,orion
04,46,24.5553,0.2289162,orion
18,16,46.8145,-74.9745178,pavo
21,32,44.3418,-74.4544678,pavo
21,29,23.6763,-59.4576836,pavo
20,30,15.5523,-59.5880547,pavo
20,29,50.1123,-56.5885773,pavo
18,10,41.3407,-56.9837723,pavo
17,40,40.3655,-57.0747757,pavo
17,43,06.1749,-67.5711060,pavo
18,13,07.2185,-67.4800797,pavo
21,26,20.0331,2.5393796,pegasus
21,26,00.2645,13.0390635,pegasus
21,12,58.6836,13.0132008,pegasus
21,13,00.0635,12.3465548,pegasus
21,08,59.6073,12.3382607,pegasus
21,08,42.9079,20.0046406,pegasus
21,20,45.2181,20.0290813,pegasus
21,20,36.4081,24.0289364,pegasus
21,30,38.8847,24.0482101,pegasus
21,30,28.8393,28.5480537,pegasus
21,49,34.8435,28.5817947,pegasus
21,49,16.7916,36.5815468,pegasus
21,57,50.6430,36.5953827,pegasus
22,05,24.1105,36.6069069,pegasus
22,05,26.2939,35.6069336,pegasus
22,54,49.5677,35.6656113,pegasus
22,54,50.2063,35.1656151,pegasus
22,57,51.6729,35.1682358,pegasus
23,36,10.6031,35.1913109,pegasus
23,36,11.7979,32.7746468,pegasus
23,51,18.7398,32.7785072,pegasus
23,51,18.8979,32.0285034,pegasus
00,06,25.6745,32.0293655,pegasus
00,06,25.4919,28.6960354,pegasus
00,10,27.0822,28.6957588,pegasus
00,10,26.4039,22.6957588,pegasus
00,14,57.7547,22.6951923,pegasus
00,14,57.5811,21.6951923,pegasus
00,14,56.1883,13.1951942,pegasus
00,06,24.7619,13.1960354,pegasus
00,06,24.6553,10.6960354,pegasus
23,56,23.3085,10.6957970,pegasus
23,56,23.5281,8.1957970,pegasus
22,51,17.1399,8.1621685,pegasus
22,51,22.1321,2.6622071,pegasus
22,06,20.9441,2.6076074,pegasus
22,06,21.3012,2.3576119,pegasus
21,46,20.9007,2.3256910,pegasus
21,46,19.2525,3.3256676,pegasus
21,34,18.8997,3.3043909,pegasus
21,34,20.2249,2.5544112,pegasus
02,50,30.8112,31.1865025,perseus
02,50,39.9523,34.5196762,perseus
02,41,36.5719,34.5375137,perseus
02,41,44.3181,37.2873878,perseus
02,38,43.0419,37.2931557,perseus
02,39,32.5149,51.0423737,perseus
02,10,41.7123,51.0925827,perseus
02,10,29.1579,47.5927505,perseus
01,47,43.5455,47.6258430,perseus
01,47,52.4457,50.6257439,perseus
01,29,37.9047,50.6478767,perseus
01,29,49.4433,54.6477699,perseus
01,50,08.0739,54.6228828,perseus
01,50,22.8534,58.1227188,perseus
02,03,05.6697,58.1046753,perseus
02,03,10.9501,59.1046104,perseus
02,35,12.5653,59.0511551,perseus
02,35,02.9609,57.5513000,perseus
03,15,36.2232,57.4684982,perseus
03,19,39.2391,57.4593849,perseus
03,19,24.9654,55.4596519,perseus
03,29,31.6561,55.4362831,perseus
03,29,15.1407,52.9366074,perseus
04,51,21.6684,52.7196465,perseus
04,49,49.7625,36.2218513,perseus
04,38,17.7219,36.2547150,perseus
04,37,56.8650,30.9218750,perseus
03,29,42.4003,31.1003609,perseus
23,26,46.2491,-39.3127594,phoenix
23,27,04.4453,-56.3126869,phoenix
23,27,06.8145,-57.8126793,phoenix
01,24,49.4949,-57.8484154,phoenix
01,25,05.5830,-52.8485603,phoenix
01,39,52.1651,-52.8658562,phoenix
01,39,58.5234,-50.8659210,phoenix
01,54,46.3817,-50.8859215,phoenix
01,54,57.1975,-47.5527229,phoenix
02,24,36.7074,-47.6004944,phoenix
02,25,03.3633,-39.4342155,phoenix
01,45,24.1747,-39.3726234,phoenix
06,03,48.4265,-43.0057793,pictor
05,03,53.8665,-42.8255501,pictor
04,53,55.7689,-42.7963676,pictor
04,53,36.4999,-46.2959023,pictor
04,33,41.7831,-46.2387962,pictor
04,33,26.9395,-48.7384491,pictor
04,32,52.2589,-53.7376366,pictor
05,02,42.4842,-53.8238029,pictor
05,02,11.4583,-57.3230400,pictor
05,32,04.5129,-57.4122620,pictor
05,31,25.8273,-60.9112892,pictor
06,01,22.8147,-61.0020981,pictor
06,00,41.6743,-64.0010529,pictor
06,35,44.9397,-64.1070251,pictor
06,50,48.7953,-64.1518784,pictor
06,52,02.6681,-58.1537018,pictor
06,31,58.8187,-58.0938416,pictor
06,32,27.4261,-55.0945587,pictor
06,12,25.7760,-55.0340500,pictor
06,12,46.6449,-52.5345764,pictor
06,02,46.4892,-52.5042114,pictor
06,02,59.7365,-50.7545471,pictor
22,51,23.9310,0.6622211,pisces
22,51,22.1321,2.6622071,pisces
22,51,17.1399,8.1621685,pisces
23,56,23.5281,8.1957970,pisces
23,56,23.3085,10.6957970,pisces
00,06,24.6553,10.6960354,pisces
00,06,24.7619,13.1960354,pisces
00,14,56.1883,13.1951942,pisces
00,14,57.5811,21.6951923,pisces
00,57,39.5557,21.6766376,pisces
00,57,41.7755,24.4266243,pisces
00,49,39.2379,24.4319324,pisces
00,49,46.3353,33.6818962,pisces
01,31,35.3823,33.6453705,pisces
01,31,27.9408,28.6454391,pisces
01,47,03.5304,28.6262817,pisces
01,46,58.7219,25.6263351,pisces
01,46,37.3761,10.5432396,pisces
02,06,39.6594,10.5143948,pisces
02,06,27.6639,2.5978806,pisces
00,26,24.9090,2.6925383,pisces
00,26,24.3189,0.6925398,pisces
00,26,22.2486,-6.3074551,pisces
23,56,24.7917,-6.3042021,pisces
23,56,24.5307,-3.3042023,pisces
22,51,27.5289,-3.3377509,pisces
23,06,43.4319,-24.8250446,piscis_austrinus
21,59,04.8693,-24.9040413,piscis_austrinus
21,27,13.8661,-24.9597607,piscis_austrinus
21,27,19.5927,-27.4596672,piscis_austrinus
21,27,42.7327,-36.4592972,piscis_austrinus
23,06,54.6033,-36.3249741,piscis_austrinus
07,27,53.6159,-11.2521448,puppis
07,26,42.5277,-33.2504692,puppis
06,39,36.9263,-33.1128159,puppis
06,38,50.1399,-43.1116486,puppis
06,03,48.4265,-43.0057793,puppis
06,02,59.7365,-50.7545471,puppis
08,03,26.8074,-51.1025848,puppis
08,04,09.1869,-43.3535042,puppis
08,26,17.3551,-43.4095192,puppis
08,26,42.6717,-37.1600380,puppis
08,27,42.5027,-17.4112568,puppis
08,27,57.5471,-11.4115648,puppis
08,10,56.2029,-11.3687992,puppis
08,27,42.5027,-17.4112568,pyxis
08,40,44.2416,-17.4424706,pyxis
08,40,39.2430,-19.4423733,pyxis
09,10,44.3928,-19.5088310,pyxis
09,10,32.8263,-24.5086308,pyxis
09,27,37.0404,-24.5425186,pyxis
09,27,05.1837,-37.2920151,pyxis
08,26,42.6717,-37.1600380,pyxis
03,13,27.0455,-67.0358200,reticulum
04,35,10.5645,-67.2479248,reticulum
04,37,05.8883,-58.7506638,reticulum
04,22,13.1016,-58.7088547,reticulum
04,22,36.1110,-56.2093849,reticulum
04,02,46.3005,-56.1555862,reticulum
04,03,11.4951,-52.8228111,reticulum
03,53,16.5091,-52.7968445,reticulum
03,33,27.6005,-52.7470779,reticulum
03,32,56.8359,-57.0797844,reticulum
03,15,09.8715,-57.0377846,reticulum
18,58,58.5729,-11.8664360,sagittarius
18,59,10.4928,-15.8328123,sagittarius
18,22,11.8863,-15.9435720,sagittarius
17,43,12.0457,-16.0618820,sagittarius
17,44,00.4405,-30.0606632,sagittarius
17,58,00.6747,-30.0182076,sagittarius
17,58,30.1113,-37.0174599,sagittarius
19,18,23.1167,-36.7785645,sagittarius
19,19,04.7136,-45.2775650,sagittarius
20,28,40.6308,-45.0900002,sagittarius
20,27,35.5093,-27.5913391,sagittarius
20,07,39.8327,-27.6419144,sagittarius
20,06,54.3287,-11.6762342,sagittarius
18,57,29.6727,18.6647091,sagitta
18,57,21.3919,21.2478352,sagitta
19,20,23.1147,21.3148155,sagitta
19,20,29.1091,19.3982983,sagitta
19,55,32.5653,19.4955387,sagitta
19,55,26.4612,21.5787334,sagitta
20,20,30.0981,21.6436558,sagitta
20,20,32.1717,20.8936996,sagitta
20,20,44.8677,16.1439629,sagitta
20,14,14.1594,16.1275158,sagitta
19,55,42.2400,16.0790844,sagitta
19,55,41.0797,16.4957294,sagitta
19,05,37.3146,16.3550682,sagitta
19,05,30.1185,18.6882229,sagitta
16,01,44.9469,-8.3523235,scorpio
16,22,45.8889,-8.2958899,scorpio
16,23,14.5633,-18.5452347,scorpio
16,29,45.1752,-18.5272255,scorpio
16,29,48.1621,-19.5271549,scorpio
16,23,17.5161,-19.5451660,scorpio
16,23,33.9471,-24.8781185,scorpio
16,52,37.3609,-24.7960968,scorpio
16,52,56.4837,-30.2123089,scorpio
17,44,00.4405,-30.0606632,scorpio
17,58,00.6747,-30.0182076,scorpio
17,58,30.1113,-37.0174599,scorpio
17,59,14.2281,-45.5163460,scorpio
16,34,16.9497,-45.7670517,scorpio
16,33,58.7466,-42.2674789,scorpio
16,08,36.6735,-42.3366776,scorpio
16,07,47.4477,-29.8377628,scorpio
15,47,43.1952,-29.8896160,scorpio
15,47,15.1353,-20.3902016,scorpio
16,02,17.2263,-20.3516178,scorpio
23,06,43.4319,-24.8250446,sculptor
23,56,26.5355,-24.8042011,sculptor
01,45,50.1333,-24.8729095,sculptor
01,45,24.1747,-39.3726234,sculptor
23,26,46.2491,-39.3127594,sculptor
23,26,44.0106,-36.3127670,sculptor
23,06,54.6033,-36.3249741,sculptor
18,22,11.8863,-15.9435720,scutum
18,59,10.4928,-15.8328123,scutum
18,58,58.5729,-11.8664360,scutum
18,58,35.3503,-3.8336766,scutum
18,41,35.5650,-3.8842230,scutum
18,21,35.7894,-3.9444826,scutum
15,11,24.7229,-0.4742887,serpens_caput
15,11,07.5567,7.5253930,serpens_caput
15,10,25.3179,25.5246105,serpens_caput
15,16,23.8839,25.5380573,serpens_caput
16,07,13.3763,25.6641407,serpens_caput
16,07,25.5781,21.6644115,serpens_caput
16,00,26.6418,21.6459675,serpens_caput
16,00,43.4577,15.6463346,serpens_caput
16,10,42.3912,15.6728001,serpens_caput
16,11,14.3203,3.6735139,serpens_caput
16,22,14.0628,3.7033811,serpens_caput
16,22,24.6306,-0.2963768,serpens_caput
16,22,33.2133,-3.5461800,serpens_caput
16,01,32.8689,-3.6025870,serpens_caput
15,11,31.6683,-3.7241600,serpens_caput
18,21,24.1437,0.0552235,serpens_cauda
18,21,15.4167,3.0550034,serpens_cauda
18,31,45.4137,3.0867271,serpens_cauda
18,31,41.0535,4.5866175,serpens_cauda
18,21,11.0427,4.5548930,serpens_cauda
18,21,05.9065,6.3047633,serpens_cauda
18,45,50.0565,6.3791943,serpens_cauda
18,58,06.2364,6.4156075,serpens_cauda
18,58,18.3421,2.1659052,serpens_cauda
18,41,18.2958,2.1153460,serpens_cauda
18,41,24.0501,0.1154895,serpens_cauda
18,41,35.5650,-3.8842230,serpens_cauda
18,21,35.7894,-3.9444826,serpens_cauda
18,22,11.8863,-15.9435720,serpens_cauda
17,43,12.0457,-16.0618820,serpens_cauda
17,17,11.3827,-16.1399899,serpens_cauda
17,16,53.2967,-10.1404381,serpens_cauda
17,41,53.6377,-10.0653696,serpens_cauda
17,41,58.6569,-11.7319136,serpens_cauda
17,46,58.7280,-11.7167768,serpens_cauda
17,46,53.7017,-10.0502338,serpens_cauda
18,04,53.6919,-9.9956055,serpens_cauda
18,04,35.9217,-3.9960551,serpens_cauda
17,56,35.9289,-4.0203514,serpens_cauda
17,56,24.2491,-0.0206471,serpens_cauda
09,41,23.7375,-0.5670585,sextans
09,41,35.6201,6.4327669,sextans
10,51,30.2447,6.3377299,sextans
10,51,23.9310,-0.6622211,sextans
10,51,18.5133,-6.6621790,sextans
10,51,13.8993,-11.6621428,sextans
09,41,04.8653,-11.5667810,sextans
03,23,20.8039,-1.3029516,taurus
03,23,24.7161,0.4469725,taurus
03,23,47.1387,10.3632069,taurus
03,24,08.9363,19.4461136,taurus
03,29,09.7494,19.4343338,taurus
03,29,42.4003,31.1003609,taurus
04,37,56.8650,30.9218750,taurus
04,37,54.4293,30.2552605,taurus
04,52,56.4823,30.2123089,taurus
04,52,50.9941,28.7124405,taurus
06,00,54.9367,28.5092430,taurus
06,00,53.0571,28.0092907,taurus
